Event_id,Episode,Reservoir,Dam_Name,River,Year
1001067,43,,Bryan Utilities Lake Dam,Trib. Thompsons Creek,1975
1001067,43,,Lake Houston Dam,San Jacinto River,1954
1001067,43,,Lake Anahuac Levee,Turtle Bayou,n/a
1001067,43,,Cedar Bayou Generating Pond Levee,Cedar Bayou,1972
1001067,43,,Somerville Dam,Yegua Creek,1967
1001067,43,,Alcoa Lake Dam,Sandy Creek,1952
1001067,43,Laneport Reservoir,Granger Dam,San Gabriel River,1979
1001067,43,Lake George,Smithers Lake Dam,Dry Creek,1957
1001067,43,,Cedar Creek Dam,Cedar Creek,1977
1001067,43,,Lake Bastrop Dam,Spicer Creek,1964
1001067,43,,William Harris Reservoir Dam,Offstream Oyster Creek,1947
1001067,43,,Brazoria Reservoir Dam,Offstream Brazos River,1954
1001067,43,,Cooling Reservoir Dam,Offstream Colorado River,1981
1001067,43,,Palmetto Bend Dam,Navidad River,1981
1001067,43,,Prudential Reservoir 3,Trib. Kellers Creek,1976
1001067,43,,Coleto Creek Dam,Coleto Creek,1980
1001067,43,,Valdesia,Nizao,1975
1001067,43,,Las Barias,Nizao,n/a
1001068,4,,Tenango,Coacuila,1910
1001068,4,,Necaxa,Necaxa,1909
1001068,4,,La Soledad,Apulco,1962
1001068,4,,San Jose Atlangatepec,Zahuapan,1959
1001071,14,,Naban,Mingjiang He,1960
1001071,14,,Kelan,Trib. Yu Jiang,1959
1001071,14,,Tunliu,Trib. Yu Jiang,1960
1001071,14,,Fengtinghe,Bachi Jiang,1960
1001071,14,,Shilu,Shilu,1973
1001071,14,,Gezhen,Changua,2009
1001071,14,,Fushan,Huachang,1974
1001071,14,,Daguanba,Changhua Jiang,1995
1001071,14,,Tuoxin,Ganen He,1978
1001071,14,,Songtao,Nandu Jiang,1970
1001071,14,,Jiatan,Haizai,1961
1001071,14,,Changmao,Wanglou,1960
1001071,14,Dalong Reservoir,Dalong,Ningyuan,2007
1001071,14,,Baogu,Hingyuan,1979
1001071,14,,Niululing,Wanquan,1979
1001071,14,,Xiaomei,Duzuong,1975
1001071,14,,Banling,Shanya,1969
1001072,24,,Jianxin,Wanjiaoxi,1974
1001072,24,,Dongzhang,Long Jiang,1958
1001072,24,,Dongzhen,Mulanxi,1960
1001072,24,,Dongxi,Chaiqiaotouxi,1980
1001072,24,,Shanzi,Ao Jiang,1996
1001072,24,,Lingxi,Lingxi,1956
1001072,24,,Guyang,Kuxi,1961
1001072,24,,Shuikou,Min Jiang,1995
1001072,24,,Wutan,Daluoxi,1960
1001072,24,,Longmentan,Dazhangxi,n/a
1001072,24,,Shanmei,Dongxi,1972
1001072,24,,Zheya,Shufu Jiang,n/a
1001072,24,,Gutian,Gutianxi,1959
1001072,24,,Houqiao,Pengxi,1965
1001072,24,,Shuidong,Youxi,1995
1001072,24,,Shibi,Jiuxi,1958
1001072,24,,Jiemian,Youxi,2007
1001072,24,,Hongkou,Huotong,2008
1001072,24,,Tingxi,Tingxi,1956
1001072,24,,Liutang,Trib. Youxi,n/a
1001072,24,,Shaxikou,Min Jiang,1990
1001072,24,,Qinshan,Muyang,2001
1001072,24,,Mingteh,Houlung,1970
1001072,24,,Shihmen,Tahan,1964
1001072,24,,Nanxi,Nanxi,1981
1001072,24,,Yangmei,Dengfan He,1977
1001072,24,,Baisha,Houxi,2006
1001072,24,,Guguan,Dajiaxi,1961
1001072,24,,Qiaodun,Ao Jiang,1973
1001072,24,,Wujiayuan,Zaoxi,1962
1001072,24,,Ansha,Jiulongxi,1975
1001072,24,,Wananxi,Wananxi,1995
1001072,24,,Shanxi,Feiyun,2001
1001072,24,,Qinyuan,Qinyuanxi,1978
1001072,24,,Baizhanggji,Feiyun Jiang,1960
1001072,24,,Huanggang,Hongfangxi,1974
1001072,24,,Zumalin,Xugouxi,1976
1001072,24,,Chitan,Jinxi,1980
1001072,24,,Guanyang,Huangtan He,1991
1001072,24,,Fengtou,Zhang Jiang,1977
1001072,24,,Dongxi,Dongxi,1986
1001072,24,,Dutang,Baiyinxi,1959
1001072,24,,Wushantou,Offstream Kuantien,1930
1001072,24,,Tsengwen,Tsengwen,1973
1001072,24,,Tankeng,Xiaoxi,2008
1001072,24,,Jitou,Jiouxian He,1972
1001072,24,,Jinshuitan,Longquanxi,1989
1001072,24,,Shitang,Ou Jiang,n/a
1001072,24,,Xiyuan,Tufangxi,1978
1001072,24,,Mianhuatan,Trib. Ting Jiang,2001
1001072,24,,Liaoyuan,,1963
1001072,24,,Baishi,Baishixi,1958
1001072,24,,Zhongqian,Baishixi,1960
1001072,24,,Juntan,Fengxi,1973
1001072,24,,Tangxi,Huanggang He,1962
1001072,24,,Tanhu,,1965
1001072,24,,Guanli,Fengxi He,1964
1001072,24,,Jinkeng,,n/a
1001072,24,,Ridong,,1973
1001072,24,,Luntan,Yangcun,2014
1001072,24,,Chengping 1,,n/a
1001072,24,,Chengping 2,,n/a
1001072,24,,Fengxi,,n/a
1001072,24,,Xiakou,Jianshangan,1973
1001072,24,,Shangtan,,n/a
1001072,24,,Fenghuang,,1969
1001072,24,,Longshan,,1961
1001072,24,,Hongmen,Litan Shui,1969
1001072,24,,Qingtong,,1963
1001072,24,,Changtan,Trib. Mei Jiang,1987
1001072,24,,Fangtuan,,1970
1001072,24,,Hunanzhen,Wuxi Jiang,1985
1001072,24,,Fuxi,Dajinxi,1979
1001072,24,,Mayuan,,1958
1001072,24,,Baimiao,Trib. Xin He,1960
1001072,24,,Zhukeng,,n/a
1001072,24,,Muceng,Lingshangang,2009
1001072,24,,Yuankou,Wuyi Jiang,n/a
1001072,24,,Shibikeng,Gong Jiang,1973
1001072,24,,Tuanjie,Mei Jiang,1978
1001072,24,,Huangtankou,Lan Jiang,1958
1001072,24,,Qingxikou,Trib. Wuyi Jiang,n/a
1001072,24,,Majie,,n/a
1001072,24,,Gaofang,Trib. Xin He,1969
1001072,24,,Shuiduili,,n/a
1001072,24,,Liao Fang,Fuhe,2007
1001072,24,,Wangzhai,,n/a
1001072,24,,Human,Trib. Jiao Jiang,n/a
1001072,24,,Taihu,Trib. Jiao Jiang,1962
1001072,24,,Huangtian,,n/a
1001072,24,,Mingyangguan,Hengfeng Shui,1974
1001072,24,,Xinfan,Trib. Fuchun Jiang,n/a
1001072,24,,Yangxi,Wuyi Jiang,n/a
1001072,24,,Changtan,Huangyanxi,1961
1001072,24,,Yuejin,,n/a
1001072,24,,Andi,Wuyi Jiang,1965
1001072,24,,Duitouling,,n/a
1001072,24,,Qiyi,Xin Jiang,1958
1001072,24,,Qianjin,,1960
1001072,24,,Meixi,,n/a
1001075,27,,Oak Hollow Lake Dam,West Fork of Deep River,1971
1001075,27,,High Point Municipal Dam,Deep River,1928
1001075,27,,Lake Brandt Dam,Reedy Fork,1920
1001075,27,,Lake Tom-A-Lex Dam,Abbotts Creek,1957
1001075,27,,Townsend Lake Dam,Reedy Fork,1969
1001075,27,Lake Reidsville,Troublesome Creek Dam,Troublesome Creek,1974
1001075,27,,Lake Mackintosh Dam,Great Alamance Creek,1992
1001075,27,High Rock Lake,High Rock,Yadkin River,1927
1001075,27,Philpott Reservoir,Philpott Dam,Smith River,1953
1001075,27,Lake Burlington,Lake Cammack Dam,Stony Creek,n/a
1001075,27,Lake Badin,Yadkin Narrows,Yadkin River,1917
1001075,27,W. Kerr Scott Reservoir,W. Kerr Scott Dam,Yadkin River,1963
1001075,27,,Lookout Shoals,Catawba,1915
1001075,27,,Coddle Creek Dam,Coddle Creek,n/a
1001075,27,Lake Hickory,Oxford,Catawba,1928
1001075,27,,Claytor,New River,1939
1001075,27,Lake Norman,Cowans Ford,Catawba,1963
1001075,27,Smith Mountain Lake,Smith Mountain,Roanoke River,1964
1001075,27,,Tillery,Pee Dee River,1928
1001075,27,Spring Hollow Reservoir,Clifford D. Craig Memorial Dam,Trib. Roanoke River,1994
1001075,27,B. Everett Jordan Lake,B. Everett Jordan Dam,Haw River,1974
1001075,27,,Mountain Island,Catawba,1923
1001075,27,Lake Auman,Lake Auman Dam,Jackson,1997
1001075,27,,Rhodhiss,Catawba,1925
1001075,27,,Leesville,Roanoke River,1963
1001075,27,,Carvin Cove Dam,Carvins Creek,1946
1001075,27,,Blewett Falls,Pee Dee River,1912
1001075,27,Falls Lake,Falls Lake Dam,Neuse River,1981
1001075,27,Wylie,Winthrop University Dam,Catawba,1925
1001075,27,,Moss Lake Dam,Buffalo Creek,1973
1001075,27,Bridgewater,Catawba,Catawba River,1919
1001075,27,South Holston Lake,South Holston,South Fork of Holston River,1950
1001075,27,Watauga Lake,Watauga,Watauga River,1948
1001075,27,John H. Kerr Reservoir,John H. Kerr Dam,Roanoke River,1953
1001075,27,,Fishing Creek,Catawba,1916
1001075,27,,Rocky Creek,Catawba River,1909
1001075,27,H. Taylor Blalock Reservoir,H. Taylor Blalock Reservoir Dam,Pacolet River,1983
1001075,27,,Lake Lure Dam,Rocky Broad River,1927
1001075,27,Lake Robinson,Lake Robinson Dam,Black Creek,1960
1001075,27,Boone Lake,Boone,South Fork of Holston River,1952
1001075,27,,North Fork Reservoir Dam,North Fork of Swannanoa River,1954
1001075,27,Lake Bowen,Lake Bowen Dam,Pacolet River,1956
1001075,27,Wateree Lake,Wateree,Catawba River,1919
1001075,27,Lake Gaston,Gaston,Roanoke,1963
1001075,27,N. Saluda Reservoir,N. Saluda Reservoir Dam,Saluda River,1956
1001075,27,Lake Robinson,Lake Robinson Dam,South Tyger River,1984
1001075,27,,Fairfield Dam Main Dam,Frees Creek,1977
1001075,27,Parr,Parr Shoals Dam,Broad River,1914
1001075,27,Lake Murray,Saluda,Saluda,1930
1001075,27,Table Rock Reservoir,Table Rock Reservoir,South Saluda River,1925
1001075,27,,Walters,Pigeon River,1929
1001075,27,,Buzzards Roost Embankment,Saluda River,1940
1001075,27,,Toxaway Dam Lower,Toxaway River,1961
1001075,27,,Bear Creek,East Fork of Tuckasegee River,1954
1001075,27,Jocassee,Main Dam,Keowee,1973
1001075,27,Lake Keowee,Keowee,Keowee,1971
1001075,27,Glenville,Thorpe,West Fork of Tuckasegee River,1941
1001075,27,Lake Marion,North Santee Dam,Santee River,1942
1001075,27,Lake Secession,Rocky River Dam,Rocky,1940
1001075,27,Hartwell Lake,Hartwell Dam,Savannah River,1962
1001075,27,,Texasgulf Pond R-1-2,Pamlico,1987
1001075,27,Richard B. Russell Lake,Richard B. Russell Dam,Savannah River,1986
1001075,27,Lake Moultrie,Pinopolis West Dam,Cooper River,1942
1001075,27,J. Strom Thurmond Lake,J. Strom Thurmond Dam,Savannah River,1954
1001075,27,Savannah River Par Pond,Savannah River Par Pond Lower Dam,Trib. Lower Three Runs,1959
1001075,27,,Savannah River Steel Creek Dam,Trib. Steel Creek,1986
1001075,27,Laurens Shoals,Wallace,Oconee,1980
1001075,27,,Cornish Creek Reservoir Dam,Cornish Creek,1991
1001075,27,Furman Shoals,Sinclair,Oconee,1953
1001075,27,,Big Haynes Creek Reservoir Dam,,n/a
1001075,27,Jackson Lake,Lloyd Shoals,Ocmulgee,1911
1001075,27,,Spivey Lake Dam,,1957
1001075,27,,Town Creek Reservoir Dam,Town Creek,1993
1001075,27,,High Falls Dam,Towaliga River,n/a
1001075,27,Upper Towaliga River Reservior,Upper Towaliga River Dam,Towaliga River,1988
1001075,27,Lake Tobesofkee,Lake Tobesofkee Dam,Tobesofkee Creek,1965
1001075,27,,Horton Creek Reservoir Dam,Horton Creek,1996
1001075,27,Lake Blackshear,Lake Blackshear,Flint River,1930
1001075,27,Eufaula,Walter F. George Lock and Dam,Chattahoochee River,1962
1001075,27,Lake Seminole,Jim Woodruff Dam,Apalachicola River,1952
1001075,27,Lake Oklawaha,Rodman Dam and Spillway,Oklawaha River,1968
1001075,27,Lake Talquin,Jackson Bluff,Ochlockonee,1928
1001075,27,,Dead Lakes Dam,Chipola River,1962
1001075,27,,Sanford Cooling Reservoir,Offstream St. Johns River,1971
1001075,27,Lake Eustis,Eugene J. Burrell Lock and Dam,Haines Creek,1957
1001075,27,,Inglis,Withlacoochee,1909
1001075,27,,Brogden Bridge,Lake Tsala Apopka,1972
1001075,27,Lake Apopka,Golf Course,Lake Tsala Apopka,1970
1001075,27,Lake Hancock,Dam P-11,Saddle Creek,1965
1001075,27,,South Ridgewood,,1969
1001075,27,Edward Medard Reservoir,Edward Medard Reservoir Dam,Little Alafia River,1977
1001075,27,,Nichols N-4,,1978
1001075,27,,West Polk A-10,,1971
1001075,27,,West Polk K-1,,1966
1001075,27,,Big Four Mine Dam BF-1,Lake Branch of Alfia River,1977
1001075,27,,Area E,,1974
1001075,27,,Area C,,1969
1001075,27,,Manatee Cooling Water Reservoir,Little Manatee River,1975
1001075,27,,Lake Manatee Dam,Manatee River,1967
1001079,24,Miyamako,Meya,Iwakigawa,1959
1001079,24,,Tsugaru,Iwaki,2016
1001079,24,Shinkodoroku,Shinkodoroku,Yamadagawa,1967
1001079,24,Subariko,Subari,Kasugegawa,1970
1001079,24,Hanekawa,Hanekawa,Itonagaregawa,1967
1001079,24,Chokeiko,Hayakuchi,Hayakuchigawa,1976
1001079,24,Fudoko,Iizume,Iizumegawa,1972
1001079,24,Odagawa,Odagawa,Odagawa,1975
1001079,24,Hayaseno,Hayaseno,Nijigaigawa,1984
1001079,24,Namioka,Namioka,Kareizawagawa,1982
1001079,24,Shakaike,Shakaike,Midaregawa,1945
1001079,24,Koaniko,Haginari,Koanigawa,1966
1001079,24,Nijinoko,Asaseishigawa,Asaseishigawa,1988
1001079,24,Otakisawatameike,Otakisawatameike,Michigawa,1937
1001079,24,Fujinoko,Oana,Nishonaigawa,1933
1001079,24,Shimoyuheiseiko,Shimoyu,Tsutsumigawa,1988
1001079,24,Taiheiko,Moriyoshi,Komatagawa,1953
1001079,24,Kawakitako,Iwami,Sannaigawa,1978
1001079,24,Tanosawatameike,Tanosawatameike,Shimizugawa,1942
1001079,24,Hosenko,Tamagawa,Tamagawa,1990
1001079,24,Tenma,Tenma,Tsubokawa,1968
1001079,24,Shusenko,Yoroihata,Tamagawa,1957
1001079,24,Kuromorigawadaiichicosuichi,Kuromorigawadaiichi,Kuromorigawa,1976
1001079,24,Jindaichoseichi,Jindai,Tamagawa,1940
1001079,24,Natsuse,Natsuse,Tamagawa,1940
1001079,24,Oshuku,Oshuku,Oshukugawa,1957
1001079,24,Goshoko,Gosho,Shizukuishigawa,1981
1001079,24,Ainono,Ainono,Yokotegawa,1960
1001079,24,Nanbukatafujiko,Shijushida,Kitakamigawa,1968
1001079,24,Takasaka,Takasaka,Sakegawa,1967
1001079,24,Toyosawako,Toyosawa,Toyosawagawa,1961
1001079,24,Yukiyagawa,Yukiyagawa,Yukiyagawa,1976
1001079,24,Heiannomizuumi,Sannokai,Takinagawa,2001
1001079,24,Tsunatori,Tsunatori,Nagatsugawa,1982
1001079,24,Sotoyama,Sotoyama,Sotoyamagawa,1943
1001079,24,Setsukinaidamuko,Setsukinai,Setsukinaigawa,1986
1001079,24,Kinshuko,Yuda,Wagagawa,1964
1001079,24,Gandoko,Gando,Tandogawa,1960
1001079,24,Ishibane,Ishibane,Wagagawa,1954
1001079,24,Oyasukyoko,Minase,Minasegawa,1963
1001079,24,Masuzawa,Masuzawa,Izumitagawa,1963
1001079,24,Okuatsumiko,Atsumigawa,Atsumigawa,1986
1001079,24,Senganishitameike,Senganishi,Shukunaigawa,1934
1001079,24,Ishibuchiko,Ishibuchi,Isawagawa,1953
1001079,24,,Isawa,Isawa,2013
1001079,24,Arasawako,Arasawa,Akagawa,1955
1001079,24,Taseko,Tase,Sarugaishigawa,1954
1001079,24,Yakuwa,Yakuwa,Bonjigawa,1957
1001079,24,Kurikoma,Kurikoma,Sanhazamagawa,1961
1001079,24,Araoko,Naruko,Eaigawa,1958
1001079,24,Gassanko,Sagae,Sagaegawa,1990
1001079,24,Hanayamako,Hanayama,Hazamagawa,2004
1001079,24,Sarutachosuichi,Saruta,Sarutagawa,1955
1001079,24,,Okumiomote,Miomote,1999
1001079,24,Meigenko,Urushizawa,Narusegawa,1980
1001079,24,Kamigo,Kamigo,Mogamigawa,1962
1001079,24,Kejonuma,Kejonuma,Tajirigawa,1995
1001079,24,Naganuma,Naganuma,Hazamagawa,2005
1001079,24,Kijiyama,Kijiyama,Okimatanogawa,1960
1001079,24,Nanatsumoriko,Minamikawa,Minamikawa,1987
1001079,24,Nanakita,Nanakita,Nanakitagawa,1984
1001079,24,Okurako,Okura,Okuragawa,1961
1001079,24,Maekawa,Maekawa,Maekawa,1982
1001079,24,Birusawako,Birusawatameike,Yashirogawa,1948
1001079,24,Kamafusako,Kamafusa,Goishigawa,1970
1001079,24,Tarumizuko,Tarumizu,Masudagawa,1976
1001079,24,Kawarago,Kawarago,Shiroishigawa,1968
1001079,24,Houjonoumi,Mizukubo,Kariyasugawa,1971
1001079,24,,Surikamigawa,Surikamigawa,2005
1001079,24,,,,1991
1001079,24,Tamanotameike,Tamano,Udagawa,1945
1001079,24,Takanokura,Takanokura,Mizunashigawa,1975
1001079,24,Yokokawa,Yokokawa,Otagawa,1983
1001079,24,Ogaki,Ogaki,Ukedogawa,1985
1001079,24,Sakashita,Sakashita,Okawaragawa,1973
1001079,24,Bobatako,Sengozawa,Kitasugawa,1974
1001079,24,Takashibako,Takashiba,Samekawa,1961
1001079,24,Shitokiko,Shitoki,Shitokigawa,1983
1001080,36,Long Pond,Bay d'Espoir,Salmon,1966
1001080,36,,La Plata,La Plata,1974
1001080,36,,Dos Bocas,Rio Grande de Arecibo,1942
1001080,36,,Carite,La Plata,1913
1001080,36,,Patillas,Rio Grande de Patillas,1914
1001080,36,,Caonillas,Caonillas,1948
1001080,36,,Guajataca,Guajataca,1928
1001080,36,,Toa Vaca Dam,Toa Vaca,1972
1001080,36,,Hatillo,Yuna,1984
1001080,36,,Bao,Bao,1985
1001080,36,,Tavera,Yaque del Norte,1974
1001080,36,,Rincon,Jima,1978
1001080,36,,Jiguey,Nizao,1992
1001080,36,,Valdesia,Nizao,1975
1001080,36,,Las Barias,Nizao,n/a
1001082,24,Takashibako,Takashiba,Samekawa,1961
1001082,24,Shitokiko,Shitoki,Shitokigawa,1983
1001082,24,Mizunuma,Mizunuma,Hanazonokawa,1966
1001082,24,Jajanboike,Kozogawa,Kozogawa,1985
1001082,24,Kasumigaura,Kasumigaura-Kaihatsu,Tonegawa,1995
1001082,24,Yamakura,Yamakura,Yamakuragawa,1964
1001082,24,Miyukiko,Gongendochosetsuchi,Nakagawa,1991
1001082,24,Takatakiko,Takataki,Yorogawa,1990
1001082,24,Kameyamako,Kameyama,Obitsugawa,1980
1001082,24,Kori,Kori,Korigawa,1972
1001082,24,Sakuma,Sakuma,Okuzuregawa,1990
1001082,24,Tamako,Murayamashimo,Tamagawa,2008
1001082,24,Sayamako,Yamaguchi,Tamagawa,2002
1001082,24,Tamako,Murayamakami,Tamagawa,1924
1001082,24,Miyazawako,Miyazawatameike,Koazegawa,1941
1001082,24,Tsukuiko,Shiroyama,Sagamigawa,1964
1001082,24,Miyagaseko,Miyagase,Nakatsugawa,2001
1001082,24,Sagamiko,Sagami,Sagamigawa,1947
1001082,24,Ono,Ono,Yatagawa,1914
1001082,24,Iizumishusuizeki,Iizumishusuizeki,Sakawagawa,1973
1001082,24,Tanzawako,Miho,Kawauchigawa,1978
1001082,24,Matsukawako,Okuno,Itookawa,1989
1001086,42,Otaniike,Otaniike,Izekigawa,1470
1001086,42,Kinshako,Yanase,Dozangawa,1953
1001086,42,Ananaigawa,Ananaigawa,Ananaigawa,1963
1001086,42,Sameurako,Sameura,Yoshinogawa,1977
1001086,42,Hisayamadasuigenchi,Hisayamada,Kuribaragawa,1924
1001086,42,Tosakagamiko,Kagami,Kagamigawa,1966
1001086,42,Inamurachoseichi,Inamura,Sedogawa,1982
1001086,42,Ohashichosuichi,Ohashi,Yoshinogawa,1939
1001086,42,Seiryuko,Mitsugi,Mitsugigawa,1988
1001086,42,Nagasawachosuichi,Nagasawa,Yoshinogawa,1949
1001086,42,Omorigawachosuichi,Omorigawa,Omorigawa,1959
1001086,42,Kuroseko,Kurose,Kamogawa,1972
1001086,42,Hakuryuko,Mukunashi,Mukunashigawa,1968
1001086,42,Tamagawako,Tamagawa,Soshagawa,1970
1001086,42,Omogo,Omogo,Wariishikawa,1965
1001086,42,Sagiriko,Odo,Niiyodogawa,1986
1001086,42,Namitakijiike,Namitakijiike,Kurosegawa,1944
1001086,42,Kurose,Kurose,Kagaragawa,1987
1001086,42,Shirasagiko,Ishitegawa,Ishitegawa,1972
1001086,42,Yachiyoko,Haji,Enokawa,1973
1001086,42,Nabarachosuichi,Nabara,Nabaragawa,1976
1001086,42,Honjo,Honjo,Nikogawa,1917
1001086,42,Myojinchosuichi,Myojin,Nabaragawa,1976
1001086,42,Sakuraiko,Yato,Yatogawa,1976
1001086,42,Sensuiko,Odomari,Takiyamagawa,1959
1001086,42,Soryuko,Uokiri,Yahatagawa,1981
1001086,42,Kanogawako,Kanogawa,Hijikawa,1958
1001086,42,Asagiriko,Nomura,Hijigawa,1981
1001086,42,Hijiriko,Tarutoko,Shibakigawa,1957
1001086,42,Sufugawa,Sufugawa,Sufugawa,1961
1001086,42,Watanosechosuichi,Watanose,Kujimagawa,1956
1001086,42,Tateiwachosuichi,Tateiwa,Otagawa,1939
1001086,42,Yasakako,Yasaka,Ozegawa,1990
1001086,42,Shinjuko,Ozegawa,Ozegawa,1964
1001086,42,Iiyamachosuichi,Iinoyama,Ozegawa,1932
1001086,42,Suganoko,Sugano,Nishikigawa,1965
1001086,42,Nukumi,Nukumi,Suetakegawa,1963
1001086,42,Beisenko,Suetakegawa,Suetakegawa,1991
1001086,42,Kodoko,Kodo,Nishikigawa,1940
1001086,42,Takaseko,Shimajigawa,Shimajigawa,1981
1001086,42,Kikukawako,Kawakami,Tondagawa,1979
1001086,42,Oharako,Sabagawa,Sabagawa,1955
1001086,42,Sasanami,Sasanamigawa,Sasanamigawa,1959
1001086,42,Abuko,Abugawa,Abugawa,1974
1001086,42,Miyakono,Aratani,Fushinogawa,1987
1001086,42,Aki,Aki,Akigawa,1971
1001086,42,Mannenike,Mannenike,,1963
1001086,42,Onoko,Kotogawa,Kotogawa,1948
1001086,42,Ubemaruyama,Ubemaruyama,Yakushigawa,1978
1001086,42,Hisashi,Hisashi,Yamakuragawa,1969
1001086,42,Ishiba,Ishiba,Mietanigawa,1973
1001086,42,Toyotako,Koyagawa,Koyagawa,1955
1001086,42,Serikawa,Serikawa,Serigawa,1956
1001086,42,Yunohara,Yunohara,Koyagawa,1990
1001086,42,Kitagawa,Kitagawa,Kitagawa,1962
1001086,42,Utanokawa,Utanokawa,Utanokawa,1980
1001086,42,Hiju,Hiju,Hijugawa,1968
1001086,42,Yamashitaike,Yamashitaike,Kuramotogawa,1918
1001086,42,Utsui,Utsui,Yamasegawa,1989
1001086,42,Utsuidaiichi,Utsuidaiichi,Ayaragigawa,1906
1001086,42,Utsuidaini,Utsuidaini,Ayaragigawa,1928
1001086,42,Yabakeiko,Yabakei,Yamautsurigawa,1984
1001086,42,Amagatanichosuichi,Jizobaru,Jizobarugawa,1922
1001086,42,Masubuchichosuichi,Masubuchi,Murasakigawa,1973
1001086,42,Aburagi,Aburagi,Imagawa,1971
1001086,42,Ouchibaru,Ouchibaru,Mimigawa,1956
1001086,42,Tondadaiichichosuichi,Tondadaiichi,,1968
1001086,42,Tondadaini,Tondadaini,,1960
1001086,42,Hatachosuichi,Hata,Kurokawa,1955
1001086,42,Saigo,Saigo,Mimigawa,1983
1001086,42,Hachinosuko,Shimouke,Tsuegawa,1972
1001086,42,Tsukabaru,Tsukabaru,Mimigawa,1938
1001086,42,Gosho,Gosho,Chikugogawa,1990
1001086,42,Dokawa,Dokawa,Dokawa,1955
1001086,42,Kamiakizukiko,Egawa,Koishiharagawa,1972
1001086,42,Minagiko,Terauchi,Sadagawa,1979
1001086,42,Rikimaru,Rikimaru,Yakiyamagawa,1965
1001086,42,Kuboshiro,Kuboshiro,Kubokawa,1971
1001086,42,Hyugami,Hyugami,Yabegawa,1959
1001086,42,Yoshida,Yoshida,Yoshidagawa,1983
1001086,42,Tare,Tare,Tsurikawa,1983
1001086,42,Oi,Oi,Tsurikawa,1969
1001086,42,Nyuugashiibako,Kamishiiba,Mimigawa,1955
1001086,42,Hitotsuse,Hitotsuse,Hitotsusegawa,1963
1001086,42,Fukasako,Fukasako,Fukasakogawa,1974
1001086,42,Kayoichoike,Kayoichoike,,1710
1001086,42,Tachibana,Tachibana,Jarogawa,1963
1001086,42,Higomidorikawako,Midorikawa,Midorikawa,1970
1001086,42,Minamihata,Minamihata,Nakagawa,1985
1001086,42,Ichifusa,Ichifusa,Kumagawa,1959
1001086,42,Suburi,Suburi,Nakagawa,1976
1001086,42,Onoko,Ayaminami,Honjogawa,1958
1001086,42,Oyodogawadaini,Oyodogawadaini,Oyodogawa,1932
1001086,42,Nojiriko,Iwase,Iwasegawa,1967
1001086,42,Oyodogawadaiichi,Oyodogawadaiichi,Oyodogawa,1961
1001086,42,Hokuzanchosuichi,Hokuzan,Kasegawa,1956
1001086,42,Uchitani,Uchitani,Itsukiogawa,1975
1001086,42,Sakataniko,Nichinan,Sakatanigawa,1984
1001086,42,Sayonoumi,Kyuragi,Kyuragigawa,1986
1001086,42,Nagaiketameike,Nagaike,Zodogawa,1996
1001089,11,,Hub,Hub,1979
1001089,11,Kalri Lake,,,n/a
1001090,24,,Thac Ba,Chay,1971
1001090,24,,Nam Chien,Nam Chien,2013
1001090,24,,Son La,Da,2012
1001090,24,,Huoi Quang,Nam Mu,2016
1001090,24,,Ban Chat,Nam Mu,2013
1001090,24,,Songtao,Nandu Jiang,1970
1001090,24,,Fushan,Huachang,1974
1001090,24,,Hexi,Rong Jiang,1958
1001090,24,,Jiatan,Haizai,1961
1001090,24,,Niululing,Wanquan,1979
1001092,16,Ross R. Barnett Reservoir,Ross Barnett Reservoir,Pearl River,1965
1001092,16,,Lake Hico,Pearl River,1958
1001092,16,Okatibbee Lake,Okatibbee Dam,Okatibbee Creek,1968
1001092,16,,Lake Chicot Dam North,Offstream Mississippi River,1942
1001092,16,Grenada Lake,Grenada Dam,Yalobusha River,1954
1001092,16,,Dalewood Shores Lake,Ponta Creek,1962
1001092,16,,Big Bay Lake,Bay Creek,1991
1001092,16,,Turkey Creek Dam,Trib. Turkey Creek,1953
1001092,16,Black Bayou Lake,Hannas Run Dam,Trib. Bayou Besiard,1932
1001092,16,,Flint Creek Reservoir,Flint Creek,1965
1001092,16,,Larto Lake Dam,Larto Bayou,1959
1001092,16,,False River Spillway,False River,1948
1001092,16,,Big Creek Lake,Big Creek,1952
1001092,16,Indian Creek,Indian Creek Dam,Indian Creek,1972
1001092,16,Kincaid Lake,Kincaid Reservoir,Trib. Bayou Boeuf,1972
1001092,16,Chicot Lake,Chicot Lake Dam,Bayou Chicot,1953
1001092,16,Millers Lake,Millers Lake,Trib. Bayou des Cannes,1947
1001093,25,,Hengshan,,n/a
1001093,25,,Shahe,,n/a
1001093,25,,Daxi,,n/a
1001093,25,,Fangbian,,n/a
1001093,25,,Zhongshan,,n/a
1001093,25,,Qiushan,,n/a
1001095,13,,Eustaquio,Mocorito,1972
1001097,20,Junam Reservoir,Junam,Chuchon,1958
1001097,20,Jinyang Lake,Namgang,Nam,1970
1001097,20,,Suo,Suo,1978
1001097,20,,Unmun,Tongchang,n/a
1001097,20,Yoshida,Yoshida,Yoshidagawa,1983
1001097,20,Tare,Tare,Tsurikawa,1983
1001097,20,Oi,Oi,Tsurikawa,1969
1001097,20,Tondadaini,Tondadaini,,1960
1001097,20,Tondadaiichichosuichi,Tondadaiichi,,1968
1001097,20,Hatachosuichi,Hata,Kurokawa,1955
